LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
513410,van buren school district,AR,suburban-midsize,2016-2017,2.00101746650839,2.78107512294387,2.88282177378328,17.4665083940987,69.6964558249958,5.17212141767,5897,Diverse,0.0244626559088363,Highly integrated
514140,white hall school district,AR,rural-fringe,2016-2017,0.356125356125356,3.31196581196581,19.017094017094,3.24074074074074,72.3646723646724,1.70940170940171,2808,Diverse,0.0197892142228902,Highly integrated
600013,rocklin unified,CA,suburban-large,2016-2017,0.480391300550266,10.8917809415669,1.55472093632632,14.3593326928116,65.5428421696218,7.17093195912307,11449,Diverse,0.0048765178160025,Highly integrated
600014,hesperia unified,CA,suburban-large,2016-2017,0.312951372171401,1.10255175734232,3.98651901781415,64.3668753009148,12.9513721714011,17.2797303803563,20770,Diverse,0.0291915959088585,Highly integrated
600016,upland unified,CA,suburban-large,2016-2017,0.406241344289539,7.44160280675838,8.0232665497184,55.3596159172745,26.1194718862524,2.64980149570677,10831,Diverse,0.0927968341342126,Somewhat integrated
600017,apple valley unified,CA,suburban-large,2016-2017,0.408323517864154,3.05457400863761,9.4778170396545,46.8472712995681,38.7907341970946,1.421279937181,12735,Diverse,0.0479881597805401,Highly integrated
600019,dublin unified,CA,suburban-large,2016-2017,0.245098039215686,52.262443438914,3.34653092006033,11.8306938159879,23.9159125188537,8.39932126696833,10608,Diverse,0.0440346484615777,Highly integrated
600020,pleasanton unified,CA,city-small,2016-2017,0.157243453886648,41.2319682778423,1.33315102208245,9.83113420386956,42.6745060504546,4.77199699186436,14627,Diverse,0.0440417295604864,Highly integrated
600025,manhattan beach unified,CA,suburban-large,2016-2017,0.0742390497401633,10.6755753526355,1.85597624350408,11.9524870081663,61.9896065330364,13.4521158129176,6735,Diverse,0.0142726457970655,Highly integrated
600027,lake elsinore unified,CA,suburban-large,2016-2017,0.249113729999042,3.52112676056338,3.64089297690907,59.2363706045799,28.2025486250838,5.14994730286481,20874,Diverse,0.0919504106818424,Somewhat integrated
600028,temecula valley unified,CA,city-midsize,2016-2017,0.637627167215933,9.06290299469838,3.3672445909156,33.5542341309643,43.1043129388164,10.2736781773893,27916,Diverse,0.0270349078981095,Highly integrated
600029,murrieta valley unified,CA,suburban-large,2016-2017,0.295154185022026,9.00440528634361,5.22466960352423,35.9074889867841,42.7621145374449,6.80616740088106,22700,Diverse,0.0137982566101509,Highly integrated
600032,redondo beach unified,CA,suburban-large,2016-2017,0.247780301466033,11.7798884988643,4.27421020028908,23.2913483378071,46.7478835432583,13.6588891183151,9686,Diverse,0.0266219937303398,Highly integrated
600036,natomas unified,CA,city-large,2016-2017,0.674553756745538,19.8007471980075,20.848899958489,35.2843503528435,14.3316728933167,9.05977584059776,9636,Diverse,0.0736738504446725,Highly integrated
